rank,layer,neuron,direction,mean_g,abs_mean_g,mean_abs_g,std_g,positive_fraction,sign_consistency
1,31,4302,supports_refusal,0.27002930641174316,0.27002930641174316,0.27002930641174316,0.07480832189321518,1.0,1.0
2,27,8140,supports_refusal,0.21185791492462158,0.21185791492462158,0.21185791492462158,0.08469352126121521,1.0,1.0
3,31,2398,supports_refusal,0.19031982123851776,0.19031982123851776,0.19206787645816803,0.06375526636838913,0.9700000286102295,0.9700000286102295
4,31,1209,supports_refusal,0.1676062047481537,0.1676062047481537,0.1688195765018463,0.04257155582308769,0.9800000190734863,0.9800000190734863
5,30,14130,supports_refusal,0.1596246361732483,0.1596246361732483,0.1599237024784088,0.06825613975524902,0.9800000190734863,0.9800000190734863
6,31,2743,supports_refusal,0.15762962400913239,0.15762962400913239,0.15785378217697144,0.06661723554134369,0.9700000286102295,0.9700000286102295
7,13,4208,suppresses_refusal,-0.15723632276058197,0.15723632276058197,0.17839843034744263,0.16292600333690643,0.17000000178813934,0.8299999833106995
8,29,4655,supports_refusal,0.1560644507408142,0.1560644507408142,0.15842285752296448,0.10480918735265732,0.9700000286102295,0.9700000286102295
9,26,2407,supports_refusal,0.15492676198482513,0.15492676198482513,0.15492676198482513,0.06351879239082336,1.0,1.0
10,30,13607,supports_refusal,0.1500244140625,0.1500244140625,0.1500244140625,0.049484800547361374,1.0,1.0
11,29,4145,suppresses_refusal,-0.14157958328723907,0.14157958328723907,0.14157958328723907,0.01988324522972107,0.0,1.0
12,29,11082,suppresses_refusal,-0.13781249523162842,0.13781249523162842,0.13781249523162842,0.022124487906694412,0.0,1.0
13,26,8200,suppresses_refusal,-0.11508545279502869,0.11508545279502869,0.11508545279502869,0.040501050651073456,0.0,1.0
14,9,4255,suppresses_refusal,-0.11394470185041428,0.11394470185041428,0.11611999571323395,0.07649575173854828,0.03999999910593033,0.9599999785423279
15,29,6857,supports_refusal,0.10916504263877869,0.10916504263877869,0.10948669165372849,0.04408580809831619,0.9800000190734863,0.9800000190734863
16,30,10879,suppresses_refusal,-0.10029540956020355,0.10029540956020355,0.10029540956020355,0.040006618946790695,0.0,1.0
17,30,12387,suppresses_refusal,-0.0967196673154831,0.0967196673154831,0.09689667075872421,0.047980133444070816,0.009999999776482582,0.9900000095367432
18,29,12010,suppresses_refusal,-0.09402526915073395,0.09402526915073395,0.11316467076539993,0.11144354194402695,0.1599999964237213,0.8400000333786011
19,31,9936,supports_refusal,0.09118758887052536,0.09118758887052536,0.09768905490636826,0.08714176714420319,0.8899999856948853,0.8899999856948853
20,30,7545,supports_refusal,0.08913452178239822,0.08913452178239822,0.08913452178239822,0.04725850746035576,1.0,1.0
21,31,7936,supports_refusal,0.08794853091239929,0.08794853091239929,0.08888541907072067,0.07624365389347076,0.9300000071525574,0.9300000071525574
22,12,13860,suppresses_refusal,-0.08529968559741974,0.08529968559741974,0.0961444079875946,0.07913856208324432,0.10999999940395355,0.8899999856948853
23,30,1171,suppresses_refusal,-0.08418457210063934,0.08418457210063934,0.08418457210063934,0.03624650835990906,0.0,1.0
24,31,5593,suppresses_refusal,-0.08246337622404099,0.08246337622404099,0.08259399235248566,0.04942796006798744,0.019999999552965164,0.9800000190734863
25,29,12561,supports_refusal,0.07956390082836151,0.07956390082836151,0.0820864886045456,0.05743473395705223,0.9200000166893005,0.9200000166893005
26,31,6432,suppresses_refusal,-0.07830505073070526,0.07830505073070526,0.07830505073070526,0.03252212330698967,0.0,1.0
27,7,6673,suppresses_refusal,-0.07791686803102493,0.07791686803102493,0.09042541682720184,0.08102723211050034,0.15000000596046448,0.8500000238418579
28,30,10840,supports_refusal,0.07790588587522507,0.07790588587522507,0.07813049107789993,0.029833000153303146,0.9900000095367432,0.9900000095367432
29,31,5230,supports_refusal,0.07755997031927109,0.07755997031927109,0.07870010286569595,0.03667214885354042,0.9800000190734863,0.9800000190734863
30,26,1089,suppresses_refusal,-0.07651001214981079,0.07651001214981079,0.07651001214981079,0.024907052516937256,0.0,1.0
31,30,6989,supports_refusal,0.07607708126306534,0.07607708126306534,0.07639789581298828,0.08850127458572388,0.8999999761581421,0.8999999761581421
32,31,12606,supports_refusal,0.07600829750299454,0.07600829750299454,0.07600829750299454,0.04174048453569412,1.0,1.0
33,27,11991,supports_refusal,0.07484497129917145,0.07484497129917145,0.07512573152780533,0.04000241681933403,0.9900000095367432,0.9900000095367432
34,31,7450,supports_refusal,0.07481689751148224,0.07481689751148224,0.07481689751148224,0.044218599796295166,1.0,1.0
35,31,7861,supports_refusal,0.07443252205848694,0.07443252205848694,0.07544051855802536,0.024883951991796494,0.9700000286102295,0.9700000286102295
36,30,2226,suppresses_refusal,-0.07409851253032684,0.07409851253032684,0.07621658593416214,0.04395393282175064,0.05000000074505806,0.949999988079071
37,28,8945,suppresses_refusal,-0.07114483416080475,0.07114483416080475,0.07152073085308075,0.05993322655558586,0.05999999865889549,0.9399999976158142
38,31,2305,supports_refusal,0.07096420228481293,0.07096420228481293,0.07151779532432556,0.033411599695682526,0.9700000286102295,0.9700000286102295
39,29,5198,suppresses_refusal,-0.07066860795021057,0.07066860795021057,0.07126414030790329,0.05328723415732384,0.03999999910593033,0.9599999785423279
40,29,14120,suppresses_refusal,-0.07065124809741974,0.07065124809741974,0.07065124809741974,0.03330007568001747,0.0,1.0
